method,split seed,p,selection,labels,improvement
OBMA,33,"(0.5, 84)","[[1, 5, 7, 12, 13, 15, 16, 19, 20, 22, 23, 24, 25, 27, 28, 29, 30, 31, 35, 39, 40, 41, 44, 46, 47, 48, 51], [2, 4, 5, 6, 9, 11, 12, 13, 16, 17, 20, 29, 30, 31, 32, 33, 34, 37, 39, 41, 45, 46, 48, 50, 51, 53, 54], [2, 5, 6, 7, 9, 12, 13, 15, 18, 19, 20, 21, 27, 28, 31, 32, 34, 35, 37, 43, 45, 46, 47, 48, 49, 50, 51, 52, 58]]","[3, 2, 1]",[nan]
OBMA,33,"(0.25, 42)","[[1, 7, 12, 13, 15, 19, 28, 29, 31, 39, 44, 46, 48, 51], [2, 5, 12, 13, 17, 20, 31, 33, 39, 41, 46, 48, 50, 53], [2, 5, 7, 13, 15, 19, 20, 27, 32, 34, 45, 49, 50, 51]]","[3, 2, 1]",[nan]
OBMA,33,"(0.125, 21)","[[7, 12, 16, 28, 44, 46, 48], [2, 12, 17, 20, 33, 41, 53], [2, 7, 15, 32, 45, 49, 51]]","[3, 2, 1]",[nan]
OBMA,34,"(0.5, 84)","[[0, 2, 7, 8, 10, 11, 12, 17, 18, 19, 21, 24, 28, 29, 30, 32, 33, 35, 41, 42, 43, 45, 46, 48, 49, 53, 54], [3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 20, 21, 23, 31, 34, 35, 36, 37, 39, 41, 42, 43, 45, 48, 50, 52, 54, 55], [1, 2, 6, 9, 11, 14, 16, 17, 18, 21, 23, 24, 25, 27, 28, 30, 31, 38, 39, 40, 41, 42, 44, 46, 48, 49, 50, 54]]","[1, 2, 3]",[nan]
OBMA,34,"(0.25, 42)","[[2, 7, 8, 10, 12, 17, 18, 24, 30, 32, 35, 45, 46, 48], [12, 16, 17, 20, 21, 23, 31, 34, 35, 43, 45, 48, 50, 54], [1, 9, 16, 17, 18, 28, 30, 31, 38, 41, 44, 48, 50, 54]]","[1, 2, 3]",[nan]
OBMA,34,"(0.125, 21)","[[2, 8, 18, 30, 35, 45, 48], [16, 17, 20, 21, 23, 45, 54], [9, 16, 18, 28, 44, 48, 50]]","[1, 2, 3]",[nan]
OBMA,35,"(0.5, 84)","[[1, 2, 3, 6, 8, 9, 11, 14, 15, 16, 17, 20, 22, 25, 26, 27, 29, 31, 33, 39, 41, 42, 43, 44, 45], [2, 5, 6, 7, 10, 13, 14, 15, 16, 20, 21, 24, 30, 31, 32, 33, 38, 39, 40, 42, 45, 46, 47, 49, 51, 52, 54, 55], [0, 1, 5, 8, 9, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 27, 29, 30, 31, 35, 38, 39, 40, 43, 44, 47, 49, 51, 53, 57]]","[1, 2, 3]",[nan]
OBMA,35,"(0.25, 42)","[[3, 6, 9, 15, 16, 17, 20, 22, 27, 29, 33, 43, 44], [6, 13, 14, 15, 20, 21, 31, 40, 42, 45, 47, 49, 51, 55], [0, 12, 13, 15, 24, 27, 29, 31, 39, 43, 47, 49, 51, 53, 57]]","[1, 2, 3]",[nan]
OBMA,35,"(0.125, 21)","[[9, 16, 27, 33, 43, 44], [13, 14, 15, 21, 40, 42, 49], [12, 24, 27, 29, 43, 47, 51, 53]]","[1, 2, 3]",[nan]
OBMA,36,"(0.5, 84)","[[2, 4, 7, 10, 11, 12, 15, 16, 18, 24, 27, 28, 29, 30, 31, 34, 36, 37, 38, 39, 42, 44, 47, 48, 49, 50], [2, 6, 8, 10, 12, 13, 14, 16, 18, 19, 20, 21, 25, 27, 30, 31, 32, 34, 36, 42, 43, 45, 46, 47, 48, 50, 51, 52, 57], [1, 2, 5, 8, 10, 15, 16, 19, 20, 21, 22, 23, 24, 27, 28, 30, 32, 33, 37, 41, 42, 45, 46, 47, 49, 51, 52, 53, 56]]","[2, 1, 3]",[nan]
OBMA,36,"(0.25, 42)","[[2, 7, 11, 12, 16, 18, 27, 29, 39, 42, 47, 49, 50], [2, 6, 14, 16, 19, 20, 25, 27, 31, 32, 42, 45, 50, 51, 52], [1, 2, 8, 15, 16, 28, 30, 32, 33, 45, 49, 51, 52, 56]]","[2, 1, 3]",[nan]
OBMA,36,"(0.125, 21)","[[11, 12, 16, 18, 36, 39, 50], [16, 20, 31, 32, 45, 50, 52], [8, 15, 16, 28, 49, 51, 56]]","[2, 1, 3]",[nan]
OBMA,37,"(0.5, 84)","[[1, 3, 7, 8, 10, 12, 14, 15, 18, 19, 25, 28, 29, 31, 32, 33, 34, 35, 41, 42, 43, 44, 46, 47, 48, 53, 54], [1, 2, 6, 8, 10, 15, 16, 18, 19, 22, 24, 25, 26, 30, 31, 32, 33, 36, 39, 40, 42, 43, 44, 47, 49, 50, 53], [3, 6, 7, 9, 10, 11, 14, 15, 16, 19, 22, 23, 26, 30, 33, 34, 35, 36, 37, 38, 39, 42, 44, 49, 50, 52, 54, 56, 57]]","[1, 3, 2]",[nan]
OBMA,37,"(0.25, 42)","[[3, 7, 14, 18, 19, 29, 31, 32, 34, 41, 42, 46, 47, 53], [1, 2, 8, 15, 16, 19, 26, 31, 32, 33, 42, 47, 50, 53], [11, 14, 15, 19, 22, 30, 35, 36, 39, 44, 49, 52, 54, 56]]","[1, 3, 2]",[nan]
OBMA,37,"(0.125, 21)","[[3, 19, 29, 31, 46, 47, 53], [1, 15, 31, 32, 33, 42, 53], [14, 15, 19, 26, 36, 52, 56]]","[1, 3, 2]",[nan]
OBMA,38,"(0.5, 84)","[[0, 5, 7, 10, 12, 13, 15, 16, 18, 20, 21, 22, 23, 25, 27, 29, 30, 32, 35, 36, 38, 39, 40, 42, 44, 46], [2, 4, 5, 6, 9, 13, 14, 15, 16, 19, 21, 22, 30, 33, 34, 35, 36, 37, 38, 39, 41, 43, 47, 48, 50, 52, 53, 55], [2, 7, 8, 9, 10, 13, 14, 16, 19, 20, 21, 26, 27, 28, 29, 31, 32, 33, 35, 42, 43, 45, 46, 47, 48, 50, 51, 52, 53, 59]]","[3, 2, 1]",[nan]
OBMA,38,"(0.25, 42)","[[5, 12, 13, 15, 22, 29, 30, 32, 35, 36, 38, 42, 46], [9, 13, 14, 15, 19, 21, 34, 36, 39, 43, 47, 50, 52, 55], [2, 7, 9, 14, 16, 20, 26, 27, 31, 35, 42, 45, 50, 51, 52]]","[3, 2, 1]",[nan]
OBMA,38,"(0.125, 21)","[[5, 12, 16, 29, 35, 42, 46], [14, 15, 21, 36, 43, 50, 55], [7, 14, 16, 20, 35, 50, 52]]","[3, 2, 1]",[nan]
OBMA,39,"(0.5, 84)","[[1, 2, 7, 9, 10, 14, 16, 19, 20, 22, 23, 24, 27, 28, 30, 31, 32, 35, 37, 40, 41, 44, 45, 47, 48, 49, 52], [6, 7, 8, 10, 12, 13, 14, 15, 19, 20, 21, 25, 27, 28, 30, 31, 33, 34, 40, 42, 43, 44, 46, 47, 48, 49, 54, 55], [5, 6, 10, 11, 14, 15, 16, 19, 20, 23, 32, 34, 35, 36, 37, 38, 39, 42, 43, 44, 46, 49, 50, 51, 52, 54, 55, 56]]","[3, 1, 2]",[nan]
OBMA,39,"(0.25, 42)","[[1, 7, 14, 16, 28, 30, 31, 32, 37, 40, 44, 47, 49, 52], [6, 8, 10, 14, 15, 20, 21, 25, 27, 31, 34, 40, 46, 48], [6, 15, 16, 20, 23, 37, 38, 39, 44, 46, 50, 51, 52, 55]]","[3, 1, 2]",[nan]
OBMA,39,"(0.125, 21)","[[7, 14, 28, 37, 44, 47, 52], [8, 14, 25, 31, 34, 46, 48], [15, 20, 23, 39, 46, 52, 55]]","[3, 1, 2]",[nan]
OBMA,40,"(0.5, 84)","[[1, 2, 7, 8, 10, 11, 14, 15, 17, 19, 20, 21, 24, 26, 27, 28, 29, 32, 33, 37, 38, 39, 41, 42, 45, 47, 52], [1, 7, 8, 11, 12, 14, 18, 19, 20, 22, 24, 25, 26, 27, 29, 30, 31, 33, 34, 40, 41, 43, 44, 45, 46, 48, 49, 55], [2, 5, 6, 9, 11, 12, 13, 14, 18, 19, 22, 23, 26, 28, 31, 32, 33, 34, 35, 36, 40, 42, 47, 49, 51, 52, 54, 55]]","[3, 1, 2]",[nan]
OBMA,40,"(0.25, 42)","[[1, 2, 14, 15, 17, 20, 24, 26, 28, 29, 37, 45, 47, 52], [11, 12, 18, 22, 26, 27, 29, 33, 40, 43, 45, 46, 48, 55], [11, 12, 13, 18, 19, 22, 33, 34, 35, 42, 47, 49, 51, 55]]","[3, 1, 2]",[nan]
OBMA,40,"(0.125, 21)","[[14, 24, 28, 37, 45, 47, 52], [8, 12, 18, 27, 33, 45, 48], [12, 13, 19, 22, 35, 52, 55]]","[3, 1, 2]",[nan]
OBMA,41,"(0.5, 84)","[[1, 8, 11, 13, 14, 16, 17, 20, 21, 22, 23, 24, 25, 29, 31, 32, 35, 37, 38, 39, 41, 43, 45, 46, 47, 50], [0, 1, 4, 5, 6, 8, 11, 12, 14, 18, 19, 23, 25, 26, 28, 29, 31, 33, 40, 42, 43, 44, 46, 47, 48, 52, 53], [1, 3, 6, 7, 9, 10, 11, 12, 14, 15, 16, 20, 21, 24, 33, 36, 37, 38, 39, 40, 43, 45, 46, 48, 52, 54, 55, 56, 58, 59]]","[3, 1, 2]",[nan]
OBMA,41,"(0.25, 42)","[[1, 8, 13, 14, 16, 31, 32, 37, 38, 41, 45, 47, 50], [1, 4, 6, 12, 14, 18, 19, 23, 25, 31, 40, 42, 46, 47], [11, 14, 15, 20, 21, 24, 33, 38, 43, 45, 48, 52, 55, 58, 59]]","[3, 1, 2]",[nan]
OBMA,41,"(0.125, 21)","[[8, 13, 32, 38, 41, 45, 50], [1, 4, 14, 40, 42, 46, 47], [14, 15, 21, 24, 48, 55, 59]]","[3, 1, 2]",[nan]
OBMA,42,"(0.5, 84)","[[4, 5, 7, 11, 12, 13, 14, 16, 17, 24, 27, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 43, 45, 47, 49, 50], [0, 1, 2, 4, 7, 9, 13, 15, 16, 19, 21, 22, 23, 24, 26, 27, 29, 31, 38, 39, 42, 43, 46, 48, 49, 50, 52, 54], [3, 8, 9, 10, 13, 14, 16, 19, 20, 21, 22, 27, 28, 31, 32, 34, 35, 36, 37, 38, 44, 45, 46, 47, 48, 50, 51, 52, 53, 59]]","[2, 3, 1]",[nan]
OBMA,42,"(0.25, 42)","[[12, 13, 14, 17, 28, 29, 38, 39, 43, 45, 47, 49, 50], [1, 7, 13, 15, 22, 27, 29, 31, 38, 42, 46, 49, 50, 54], [3, 8, 9, 14, 16, 20, 21, 27, 32, 34, 37, 46, 50, 51, 52]]","[2, 3, 1]",[nan]
OBMA,42,"(0.125, 21)","[[12, 13, 17, 29, 39, 47, 50], [7, 13, 31, 42, 46, 49, 54], [3, 9, 14, 21, 32, 50, 52]]","[2, 3, 1]",[nan]
OBMA,43,"(0.5, 84)","[[2, 5, 8, 10, 11, 12, 15, 16, 17, 18, 23, 24, 27, 28, 30, 31, 32, 33, 34, 41, 43, 44, 45, 46, 47, 52], [1, 4, 5, 6, 9, 10, 14, 15, 16, 18, 19, 20, 22, 30, 33, 34, 35, 36, 37, 38, 41, 43, 47, 49, 51, 52, 54, 55], [0, 1, 7, 9, 13, 14, 16, 17, 20, 21, 23, 24, 25, 26, 30, 31, 32, 34, 35, 37, 41, 44, 45, 46, 49, 51, 52, 53, 56]]","[1, 2, 3]",[nan]
OBMA,43,"(0.25, 42)","[[2, 5, 11, 12, 17, 23, 28, 30, 34, 41, 45, 46, 47], [14, 15, 16, 19, 20, 22, 33, 35, 37, 41, 43, 49, 51, 55], [0, 1, 7, 13, 14, 16, 31, 32, 34, 35, 41, 44, 51, 53, 56]]","[1, 2, 3]",[nan]
OBMA,43,"(0.125, 21)","[[2, 17, 28, 30, 43, 45, 47], [15, 20, 22, 37, 43, 51, 55], [0, 13, 14, 31, 32, 51, 56]]","[1, 2, 3]",[nan]
OBMA,44,"(0.5, 84)","[[3, 5, 6, 7, 10, 14, 15, 16, 19, 20, 23, 29, 30, 31, 32, 34, 36, 38, 39, 40, 42, 44, 46, 48, 50, 52], [3, 4, 8, 9, 10, 12, 14, 16, 20, 21, 26, 28, 29, 31, 33, 34, 35, 39, 40, 42, 43, 44, 45, 47, 48, 49, 50, 56], [1, 2, 5, 7, 9, 12, 15, 16, 18, 20, 21, 23, 24, 25, 27, 28, 30, 31, 32, 36, 39, 40, 43, 44, 46, 48, 50, 52, 53]]","[2, 1, 3]",[nan]
OBMA,44,"(0.25, 42)","[[3, 5, 6, 15, 20, 32, 38, 40, 42, 44, 46, 48, 52], [3, 8, 10, 16, 21, 26, 28, 31, 35, 39, 44, 47, 48, 49], [1, 2, 7, 15, 16, 18, 21, 25, 28, 30, 32, 39, 48, 50, 53]]","[2, 1, 3]",[nan]
OBMA,44,"(0.125, 21)","[[3, 6, 20, 32, 42, 48, 52], [3, 10, 21, 31, 35, 47, 49], [7, 15, 18, 28, 48, 50, 53]]","[2, 1, 3]",[nan]
OBMA,45,"(0.5, 84)","[[1, 2, 6, 9, 10, 11, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 29, 30, 36, 37, 40, 41, 42, 44, 46], [2, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 20, 21, 24, 33, 34, 35, 36, 37, 38, 39, 43, 47, 48, 50, 51, 53, 54], [1, 3, 7, 8, 9, 11, 13, 14, 15, 17, 22, 23, 28, 29, 31, 33, 34, 35, 37, 43, 44, 46, 47, 48, 49, 50, 51, 52, 58]]","[3, 2, 1]",[nan]
OBMA,45,"(0.25, 42)","[[1, 2, 9, 15, 16, 18, 22, 27, 29, 30, 36, 40, 46], [2, 11, 14, 15, 21, 24, 36, 37, 43, 47, 48, 50, 53, 54], [3, 7, 9, 11, 15, 17, 22, 23, 28, 29, 31, 33, 37, 50, 51]]","[3, 2, 1]",[nan]
OBMA,45,"(0.125, 21)","[[1, 2, 9, 15, 30, 40, 46], [14, 15, 21, 24, 37, 43, 54], [3, 9, 15, 28, 31, 50, 51]]","[3, 2, 1]",[nan]
OBMA,46,"(0.5, 84)","[[1, 4, 5, 6, 12, 13, 14, 17, 18, 20, 27, 28, 29, 30, 31, 32, 36, 38, 39, 40, 42, 46, 48, 50, 51, 52], [1, 5, 8, 10, 15, 17, 18, 21, 23, 24, 25, 26, 29, 30, 32, 34, 35, 36, 37, 38, 39, 42, 43, 46, 48, 50, 52, 55], [4, 5, 6, 8, 11, 12, 14, 18, 19, 20, 23, 25, 26, 29, 30, 31, 32, 33, 34, 35, 42, 43, 45, 46, 48, 49, 50, 56, 57]]","[2, 3, 1]",[nan]
OBMA,46,"(0.25, 42)","[[5, 12, 13, 14, 18, 30, 32, 42, 46, 48, 50, 51, 52], [1, 8, 15, 17, 18, 30, 32, 34, 35, 38, 46, 50, 52, 55], [4, 6, 12, 14, 20, 23, 25, 30, 31, 34, 42, 46, 48, 49, 50]]","[2, 3, 1]",[nan]
OBMA,46,"(0.125, 21)","[[12, 13, 14, 18, 42, 46, 50], [8, 15, 30, 35, 46, 50, 55], [6, 14, 20, 30, 34, 48, 50]]","[2, 3, 1]",[nan]
OBMA,47,"(0.5, 84)","[[2, 6, 8, 11, 13, 14, 16, 17, 18, 24, 25, 27, 28, 30, 31, 32, 39, 41, 42, 43, 45, 46, 47, 50, 51, 52], [1, 3, 6, 8, 13, 14, 16, 17, 20, 21, 23, 24, 25, 29, 30, 34, 37, 38, 40, 41, 42, 43, 45, 46, 48, 49, 52], [5, 8, 12, 13, 14, 15, 19, 20, 23, 24, 26, 30, 32, 33, 34, 35, 36, 37, 38, 41, 43, 44, 45, 47, 50, 51, 53, 55, 56, 58]]","[1, 3, 2]",[nan]
OBMA,47,"(0.25, 42)","[[2, 6, 11, 13, 17, 24, 28, 32, 39, 45, 46, 51, 52], [1, 6, 13, 14, 16, 17, 30, 38, 40, 41, 45, 46, 49, 52], [13, 14, 15, 19, 20, 23, 30, 35, 36, 37, 45, 50, 53, 56, 58]]","[1, 3, 2]",[nan]
OBMA,47,"(0.125, 21)","[[2, 11, 17, 28, 39, 45, 46], [6, 13, 17, 30, 45, 46, 49], [14, 19, 20, 23, 36, 45, 58]]","[1, 3, 2]",[nan]
OBMA,48,"(0.5, 84)","[[3, 5, 6, 8, 9, 10, 13, 14, 17, 18, 20, 25, 29, 30, 31, 32, 35, 37, 38, 39, 41, 42, 44, 47, 48, 50], [3, 8, 9, 10, 13, 14, 16, 19, 20, 21, 22, 25, 27, 29, 30, 32, 34, 36, 37, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53], [1, 2, 6, 7, 8, 11, 14, 15, 19, 20, 22, 23, 25, 26, 28, 29, 30, 31, 35, 39, 40, 43, 44, 45, 47, 50, 52, 53, 55]]","[2, 1, 3]",[nan]
OBMA,48,"(0.25, 42)","[[3, 9, 13, 14, 18, 20, 31, 35, 39, 41, 42, 47, 50], [3, 8, 10, 14, 16, 20, 21, 25, 32, 36, 43, 45, 50, 51, 52], [1, 7, 14, 15, 22, 26, 28, 30, 39, 43, 47, 50, 52, 55]]","[2, 1, 3]",[nan]
OBMA,48,"(0.125, 21)","[[13, 14, 18, 20, 31, 41, 50], [8, 14, 16, 21, 36, 50, 52], [7, 14, 39, 43, 47, 50, 55]]","[2, 1, 3]",[nan]
OBMA,49,"(0.5, 84)","[[0, 1, 2, 7, 9, 11, 14, 15, 16, 21, 23, 26, 27, 28, 30, 31, 32, 33, 37, 39, 40, 41, 43, 44, 50, 51], [0, 1, 7, 11, 12, 14, 15, 18, 19, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 37, 41, 43, 44, 47, 49, 50, 51, 55], [1, 3, 5, 6, 7, 10, 11, 14, 15, 16, 21, 22, 30, 32, 33, 34, 36, 37, 39, 41, 42, 43, 47, 48, 51, 53, 54, 56, 57]]","[1, 3, 2]",[nan]
OBMA,49,"(0.25, 42)","[[2, 7, 11, 14, 15, 16, 23, 28, 30, 39, 41, 43, 44], [0, 11, 12, 14, 24, 28, 30, 32, 33, 43, 47, 50, 51, 55], [3, 7, 11, 14, 15, 21, 33, 39, 41, 42, 43, 47, 51, 53, 57]]","[1, 3, 2]",[nan]
OBMA,49,"(0.125, 21)","[[11, 15, 21, 23, 28, 41, 44], [11, 15, 24, 28, 47, 50, 51], [7, 15, 21, 33, 43, 53, 57]]","[1, 3, 2]",[nan]
